Metro,datetime,term_Fire,term_Water Damage,term_Smoke,term_Wildfire,term_Flooding
Killeen-Temple,2014-04-01,75,1,22,0,2
Houston-The Woodlands-Sugar Land,2014-04-01,79,1,19,0,1
College Station-Bryan,2014-04-01,75,1,22,0,2
San Antonio-New Braunfels,2014-04-01,77,0,23,0,0
Brownsville-Harlingen,2014-04-01,81,0,19,0,0
Austin-Round Rock,2014-04-01,80,0,19,0,1
El Paso,2014-04-01,80,0,18,0,2
Denver-Aurora-Lakewood,2014-04-01,78,1,20,0,1
Boulder,2014-04-01,78,1,20,0,1
Colorado Springs,2014-04-01,81,0,17,0,2
Salt Lake City,2014-04-01,82,1,15,1,1
Ogden-Clearfield,2014-04-01,82,1,15,1,1
Phoenix-Mesa-Scottsdale,2014-04-01,74,0,24,0,2
Tucson,2014-04-01,84,0,13,0,3
Prescott,2014-04-01,74,0,24,0,2
Albuquerque,2014-04-01,80,1,18,0,1
Las Vegas-Henderson-Paradise,2014-04-01,77,0,20,1,2
Reno,2014-04-01,77,0,22,0,1
Los Angeles-Long Beach-Anaheim,2014-04-01,81,0,18,1,0
Riverside-San Bernardino-Ontario,2014-04-01,81,0,18,1,0
San Diego-Carlsbad,2014-04-01,79,1,18,1,1
Oxnard-Thousand Oaks-Ventura,2014-04-01,81,0,18,1,0
Bakersfield,2014-04-01,73,0,26,0,1
Salinas,2014-04-01,80,0,20,0,0
San Francisco-Oakland-Hayward,2014-04-01,80,0,19,1,0
San Jose-Sunnyvale-Santa Clara,2014-04-01,80,0,19,1,0
Stockton-Lodi,2014-04-01,83,1,16,0,0
Sacramento--Roseville--Arden-Arcade,2014-04-01,83,1,16,0,0
Chico,2014-04-01,81,1,18,0,0
Urban Honolulu,2014-04-01,84,1,14,1,0
Portland-Vancouver-Hillsboro,2014-04-01,81,1,17,1,0
Eugene,2014-04-01,82,1,15,0,2
Medford,2014-04-01,72,1,24,0,3
Seattle-Tacoma-Bellevue,2014-04-01,82,0,18,0,0
Spokane-Spokane Valley,2014-04-01,83,0,16,0,1
Anchorage,2014-04-01,84,0,15,1,0
Springfield,2014-05-01,80,1,18,0,1
Worcester,2014-05-01,83,1,15,0,1
Boston-Cambridge-Newton,2014-05-01,83,1,15,0,1
Providence-Warwick,2014-05-01,86,1,12,0,1
Manchester-Nashua,2014-05-01,83,1,15,0,1
Concord,2014-05-01,83,1,15,0,1
Portland-South Portland,2014-05-01,82,2,15,1,0
Lewiston-Auburn,2014-05-01,82,2,15,1,0
Bangor,2014-05-01,83,2,14,0,1
Augusta-Waterville,2014-05-01,77,1,21,1,0
Hartford-West Hartford-East Hartford,2014-05-01,77,1,21,0,1
Norwich-New London,2014-05-01,77,1,21,0,1
New Haven-Milford,2014-05-01,77,1,21,0,1
Bridgeport-Stamford-Norwalk,2014-05-01,77,1,21,0,1
Torrington,2014-05-01,77,1,21,0,1
New York-Newark-Jersey City,2014-05-01,80,2,18,0,0
Albany-Schenectady-Troy,2014-05-01,82,0,18,0,0
Kingston,2014-05-01,82,0,18,0,0
Syracuse,2014-05-01,77,0,22,0,1
Utica-Rome,2014-05-01,85,5,10,0,0
Watertown-Fort Drum,2014-05-01,79,2,17,0,2
Binghamton,2014-05-01,80,4,13,3,0
Batavia,2014-05-01,76,9,15,0,0
Buffalo-Cheektowaga-Niagara Falls,2014-05-01,76,4,20,0,0
Rochester,2014-05-01,76,9,15,0,0
Jamestown-Dunkirk-Fredonia,2014-05-01,83,2,15,0,0
Ithaca,2014-05-01,78,3,16,3,0
Pittsburgh,2014-05-01,79,2,18,0,1
Warren,2014-05-01,83,2,15,0,0
Erie,2014-05-01,83,2,15,0,0
Harrisburg-Carlisle,2014-05-01,87,1,12,0,0
Lancaster,2014-05-01,87,1,12,0,0
York-Hanover,2014-05-01,87,1,12,0,0
Williamsport,2014-05-01,83,1,14,1,1
Allentown-Bethlehem-Easton,2014-05-01,83,1,14,1,1
Philadelphia-Camden-Wilmington,2014-05-01,81,3,15,0,1
Washington-Arlington-Alexandria,2014-05-01,78,4,16,1,1
Baltimore-Columbia-Towson,2014-05-01,81,3,15,0,1
Charlottesville,2014-05-01,82,3,11,0,4
Richmond,2014-05-01,83,2,15,0,0
Virginia Beach-Norfolk-Newport News,2014-05-01,78,2,19,0,1
Wheeling,2014-05-01,78,6,11,0,5
Morgantown,2014-05-01,64,0,36,0,0
Raleigh,2014-05-01,81,3,15,0,1
Durham-Chapel Hill,2014-05-01,81,3,15,0,1
Charlotte-Concord-Gastonia,2014-05-01,80,2,17,0,1
ColumbiaSC,2014-05-01,86,1,12,0,1
Charleston-North Charleston,2014-05-01,81,0,17,2,0
Greenville-Anderson-Mauldin,2014-05-01,81,1,17,0,1
Atlanta-Sandy Springs-Roswell,2014-05-01,75,1,23,0,1
Athens-Clarke County,2014-05-01,82,0,17,0,1
Savannah,2014-05-01,80,2,18,0,0
Jacksonville,2014-05-01,77,3,17,1,2
Orlando-Kissimmee-Sanford,2014-05-01,76,1,21,1,1
Palm Bay-Melbourne-Titusville,2014-05-01,76,1,21,1,1
Miami-Fort Lauderdale-West Palm Beach,2014-05-01,76,2,21,1,0
Tampa-St. Petersburg-Clearwater,2014-05-01,80,3,15,1,1
Cape Coral-Fort Myers,2014-05-01,79,2,18,0,1
North Port-Sarasota-Bradenton,2014-05-01,80,3,15,1,1
Clarksville,2014-05-01,77,2,20,1,0
Nashville-Davidson--Murfreesboro--Franklin,2014-05-01,77,2,20,1,0
Memphis,2014-05-01,74,3,23,0,0
Lexington-Fayette,2014-05-01,81,0,18,1,0
Columbus,2014-05-01,80,3,15,0,2
Cleveland-Elyria,2014-05-01,82,5,12,1,0
Canton-Massillon,2014-05-01,82,5,12,1,0
Cincinnati,2014-05-01,81,2,17,0,0
Dayton,2014-05-01,80,5,13,1,1
Findlay,2014-05-01,61,0,33,0,6
Indianapolis-Carmel-Anderson,2014-05-01,80,1,19,0,0
Chicago-Naperville-Elgin,2014-05-01,77,2,17,0,4
Bloomington,2014-05-01,80,1,19,0,0
Detroit-Warren-Dearborn,2014-05-01,76,1,22,0,1
Dubuque,2014-05-01,81,1,18,0,0
Milwaukee-Waukesha-West Allis,2014-05-01,80,2,16,1,1
Racine,2014-05-01,80,2,16,1,1
Madison,2014-05-01,80,2,16,0,2
Manitowoc,2014-05-01,81,4,14,0,1
La Crosse-Onalaska,2014-05-01,79,0,19,0,2
Oshkosh-Neenah,2014-05-01,81,4,14,0,1
Minneapolis-St. Paul-Bloomington,2014-05-01,77,1,19,1,2
Fargo,2014-05-01,86,1,13,0,0
Helena,2014-05-01,93,0,0,0,7
Bozeman,2014-05-01,92,0,6,0,2
Missoula,2014-05-01,69,1,23,0,7
Kalispell,2014-05-01,69,1,23,0,7
Rockford,2014-05-01,76,5,17,1,1
St. Louis,2014-05-01,77,2,21,0,0
Kansas City,2014-05-01,78,0,19,2,1
Joplin,2014-05-01,78,0,17,0,5
ColumbiaMO,2014-05-01,72,3,19,3,3
Manhattan,2014-05-01,76,2,19,1,2
Topeka,2014-05-01,76,2,19,1,2
Wichita,2014-05-01,73,1,25,0,1
Little Rock-North Little Rock-Conway,2014-05-01,73,1,24,1,1
Fayetteville-Springdale-Rogers,2014-05-01,72,1,25,0,2
Oklahoma City,2014-05-01,81,0,15,0,4
Dallas-Fort Worth-Arlington,2014-05-01,76,2,21,1,0
Tyler,2014-05-01,81,0,18,1,0
Killeen-Temple,2014-05-01,76,1,23,0,0
Houston-The Woodlands-Sugar Land,2014-05-01,76,2,20,1,1
College Station-Bryan,2014-05-01,76,1,23,0,0
San Antonio-New Braunfels,2014-05-01,74,1,23,1,1
Brownsville-Harlingen,2014-05-01,83,2,15,0,0
Austin-Round Rock,2014-05-01,78,1,19,0,2
El Paso,2014-05-01,86,0,12,0,2
Denver-Aurora-Lakewood,2014-05-01,78,2,19,0,1
Boulder,2014-05-01,78,2,19,0,1
Colorado Springs,2014-05-01,84,1,13,0,2
Salt Lake City,2014-05-01,79,1,18,1,1
Ogden-Clearfield,2014-05-01,79,1,18,1,1
Phoenix-Mesa-Scottsdale,2014-05-01,82,0,15,0,3
Tucson,2014-05-01,80,1,17,0,2
Prescott,2014-05-01,82,0,15,0,3
Albuquerque,2014-05-01,83,0,15,0,2
Las Vegas-Henderson-Paradise,2014-05-01,78,0,18,1,3
Reno,2014-05-01,88,0,10,0,2
Los Angeles-Long Beach-Anaheim,2014-05-01,85,0,14,0,1
Riverside-San Bernardino-Ontario,2014-05-01,85,0,14,0,1
San Diego-Carlsbad,2014-05-01,92,0,5,0,3
Oxnard-Thousand Oaks-Ventura,2014-05-01,85,0,14,0,1
Bakersfield,2014-05-01,79,0,17,0,4
Salinas,2014-05-01,88,0,12,0,0
San Francisco-Oakland-Hayward,2014-05-01,82,1,16,0,1
San Jose-Sunnyvale-Santa Clara,2014-05-01,82,1,16,0,1
Stockton-Lodi,2014-05-01,84,1,13,1,1
Sacramento--Roseville--Arden-Arcade,2014-05-01,84,1,13,1,1
Chico,2014-05-01,89,0,11,0,0
Urban Honolulu,2014-05-01,84,0,14,2,0
Portland-Vancouver-Hillsboro,2014-05-01,83,0,15,0,2
Eugene,2014-05-01,85,0,13,0,2
Medford,2014-05-01,86,2,10,0,2
Seattle-Tacoma-Bellevue,2014-05-01,78,1,20,0,1
Spokane-Spokane Valley,2014-05-01,81,1,17,0,1
Anchorage,2014-05-01,79,0,9,0,12
Springfield,2014-06-01,86,3,11,0,0
Worcester,2014-06-01,83,0,16,0,1
Boston-Cambridge-Newton,2014-06-01,83,0,16,0,1
Providence-Warwick,2014-06-01,81,1,17,0,1
Manchester-Nashua,2014-06-01,83,0,16,0,1
Concord,2014-06-01,83,0,16,0,1
Portland-South Portland,2014-06-01,83,0,15,0,2
Lewiston-Auburn,2014-06-01,83,0,15,0,2
Bangor,2014-06-01,83,0,17,0,0
Augusta-Waterville,2014-06-01,79,1,19,0,1
Hartford-West Hartford-East Hartford,2014-06-01,84,1,15,0,0
Norwich-New London,2014-06-01,84,1,15,0,0
New Haven-Milford,2014-06-01,84,1,15,0,0
Bridgeport-Stamford-Norwalk,2014-06-01,84,1,15,0,0
Torrington,2014-06-01,84,1,15,0,0
New York-Newark-Jersey City,2014-06-01,81,1,18,0,0
Albany-Schenectady-Troy,2014-06-01,82,2,16,0,0
Kingston,2014-06-01,82,2,16,0,0
Syracuse,2014-06-01,85,2,13,0,0
Utica-Rome,2014-06-01,79,6,15,0,0
Watertown-Fort Drum,2014-06-01,85,0,15,0,0
Binghamton,2014-06-01,86,3,11,0,0
Batavia,2014-06-01,82,2,16,0,0
Buffalo-Cheektowaga-Niagara Falls,2014-06-01,81,1,16,0,2
Rochester,2014-06-01,82,2,16,0,0
Jamestown-Dunkirk-Fredonia,2014-06-01,92,0,8,0,0
Ithaca,2014-06-01,70,0,30,0,0
Pittsburgh,2014-06-01,80,2,17,0,1
Warren,2014-06-01,92,0,8,0,0
Erie,2014-06-01,92,0,8,0,0
Harrisburg-Carlisle,2014-06-01,89,1,10,0,0
Lancaster,2014-06-01,89,1,10,0,0
York-Hanover,2014-06-01,89,1,10,0,0
Williamsport,2014-06-01,86,1,13,0,0
Allentown-Bethlehem-Easton,2014-06-01,86,1,13,0,0
Philadelphia-Camden-Wilmington,2014-06-01,82,1,16,1,0
Washington-Arlington-Alexandria,2014-06-01,81,2,15,1,1
Baltimore-Columbia-Towson,2014-06-01,81,2,15,1,1
Charlottesville,2014-06-01,70,2,26,2,0
Richmond,2014-06-01,80,1,18,1,0
Virginia Beach-Norfolk-Newport News,2014-06-01,85,1,12,1,1
Wheeling,2014-06-01,83,0,17,0,0
Morgantown,2014-06-01,64,2,32,0,2
Raleigh,2014-06-01,82,1,15,1,1
Durham-Chapel Hill,2014-06-01,82,1,15,1,1
Charlotte-Concord-Gastonia,2014-06-01,73,1,24,1,1
ColumbiaSC,2014-06-01,78,0,22,0,0
Charleston-North Charleston,2014-06-01,87,1,11,1,0
Greenville-Anderson-Mauldin,2014-06-01,78,0,21,0,1
Atlanta-Sandy Springs-Roswell,2014-06-01,78,1,19,1,1
Athens-Clarke County,2014-06-01,84,1,15,0,0
Savannah,2014-06-01,85,0,14,1,0
Jacksonville,2014-06-01,75,0,23,1,1
Orlando-Kissimmee-Sanford,2014-06-01,78,0,20,1,1
Palm Bay-Melbourne-Titusville,2014-06-01,78,0,20,1,1
Miami-Fort Lauderdale-West Palm Beach,2014-06-01,79,0,20,0,1
Tampa-St. Petersburg-Clearwater,2014-06-01,79,1,18,1,1
Cape Coral-Fort Myers,2014-06-01,81,0,17,0,2
North Port-Sarasota-Bradenton,2014-06-01,79,1,18,1,1
Clarksville,2014-06-01,77,1,22,0,0
Nashville-Davidson--Murfreesboro--Franklin,2014-06-01,77,1,22,0,0
Memphis,2014-06-01,80,2,17,1,0
Lexington-Fayette,2014-06-01,80,0,18,1,1
Columbus,2014-06-01,77,2,20,1,0
Cleveland-Elyria,2014-06-01,82,2,15,1,0
Canton-Massillon,2014-06-01,82,2,15,1,0
Cincinnati,2014-06-01,80,1,18,0,1
Dayton,2014-06-01,70,4,26,0,0
Findlay,2014-06-01,90,0,10,0,0
Indianapolis-Carmel-Anderson,2014-06-01,82,2,15,0,1
Chicago-Naperville-Elgin,2014-06-01,75,2,19,0,4
Bloomington,2014-06-01,82,2,15,0,1
Detroit-Warren-Dearborn,2014-06-01,77,2,19,1,1
Dubuque,2014-06-01,73,15,11,1,0
Milwaukee-Waukesha-West Allis,2014-06-01,76,4,19,0,1
Racine,2014-06-01,76,4,19,0,1
Madison,2014-06-01,82,5,13,0,0
Manitowoc,2014-06-01,83,4,13,0,0
La Crosse-Onalaska,2014-06-01,75,6,19,0,0
Oshkosh-Neenah,2014-06-01,83,4,13,0,0
Minneapolis-St. Paul-Bloomington,2014-06-01,68,17,14,0,1
Fargo,2014-06-01,75,9,15,0,1
Helena,2014-06-01,78,0,22,0,0
Bozeman,2014-06-01,81,0,16,0,3
Missoula,2014-06-01,73,0,25,0,2
Kalispell,2014-06-01,73,0,25,0,2
Rockford,2014-06-01,77,0,18,2,3
St. Louis,2014-06-01,74,2,22,1,1
Kansas City,2014-06-01,79,1,18,1,1
Joplin,2014-06-01,89,0,8,3,0
ColumbiaMO,2014-06-01,76,8,10,4,2
Manhattan,2014-06-01,81,1,15,1,2
Topeka,2014-06-01,81,1,15,1,2
Wichita,2014-06-01,69,3,27,0,1
Little Rock-North Little Rock-Conway,2014-06-01,73,3,24,0,0
Fayetteville-Springdale-Rogers,2014-06-01,75,2,22,0,1
Oklahoma City,2014-06-01,79,1,18,1,1
Dallas-Fort Worth-Arlington,2014-06-01,76,2,22,0,0
Tyler,2014-06-01,72,2,26,0,0
Killeen-Temple,2014-06-01,73,1,25,0,1
Houston-The Woodlands-Sugar Land,2014-06-01,81,1,17,0,1
College Station-Bryan,2014-06-01,73,1,25,0,1
San Antonio-New Braunfels,2014-06-01,78,0,20,0,2
Brownsville-Harlingen,2014-06-01,91,0,9,0,0
Austin-Round Rock,2014-06-01,78,1,19,1,1
El Paso,2014-06-01,78,1,21,0,0
Denver-Aurora-Lakewood,2014-06-01,77,3,17,1,2
Boulder,2014-06-01,77,3,17,1,2
Colorado Springs,2014-06-01,81,1,14,0,4
Salt Lake City,2014-06-01,80,2,16,1,1
Ogden-Clearfield,2014-06-01,80,2,16,1,1
Phoenix-Mesa-Scottsdale,2014-06-01,82,0,16,0,2
Tucson,2014-06-01,73,1,24,0,2
Prescott,2014-06-01,82,0,16,0,2
Albuquerque,2014-06-01,82,1,14,0,3
Las Vegas-Henderson-Paradise,2014-06-01,73,1,22,0,4
Reno,2014-06-01,80,0,17,1,2
Los Angeles-Long Beach-Anaheim,2014-06-01,79,0,19,1,1
Riverside-San Bernardino-Ontario,2014-06-01,79,0,19,1,1
San Diego-Carlsbad,2014-06-01,81,0,17,1,1
Oxnard-Thousand Oaks-Ventura,2014-06-01,79,0,19,1,1
Bakersfield,2014-06-01,80,2,17,1,0
Salinas,2014-06-01,82,1,17,0,0
San Francisco-Oakland-Hayward,2014-06-01,82,1,16,0,1
San Jose-Sunnyvale-Santa Clara,2014-06-01,82,1,16,0,1
Stockton-Lodi,2014-06-01,86,0,14,0,0
Sacramento--Roseville--Arden-Arcade,2014-06-01,86,0,14,0,0
Chico,2014-06-01,83,0,17,0,0
Urban Honolulu,2014-06-01,83,1,15,1,0
Portland-Vancouver-Hillsboro,2014-06-01,80,0,17,0,3
Eugene,2014-06-01,79,0,16,0,5
Medford,2014-06-01,82,0,13,0,5
Seattle-Tacoma-Bellevue,2014-06-01,81,2,16,0,1
Spokane-Spokane Valley,2014-06-01,79,0,20,0,1
Anchorage,2014-06-01,85,0,14,0,1
Springfield,2014-07-01,83,1,16,0,0
Worcester,2014-07-01,81,2,16,1,0
Boston-Cambridge-Newton,2014-07-01,81,2,16,1,0
Providence-Warwick,2014-07-01,82,1,16,0,1
Manchester-Nashua,2014-07-01,81,2,16,1,0
Concord,2014-07-01,81,2,16,1,0
Portland-South Portland,2014-07-01,85,0,15,0,0
Lewiston-Auburn,2014-07-01,85,0,15,0,0
Bangor,2014-07-01,80,1,19,0,0
Augusta-Waterville,2014-07-01,78,0,22,0,0
Hartford-West Hartford-East Hartford,2014-07-01,85,1,13,1,0
Norwich-New London,2014-07-01,85,1,13,1,0
New Haven-Milford,2014-07-01,85,1,13,1,0
Bridgeport-Stamford-Norwalk,2014-07-01,85,1,13,1,0
Torrington,2014-07-01,85,1,13,1,0
New York-Newark-Jersey City,2014-07-01,82,1,17,0,0
Albany-Schenectady-Troy,2014-07-01,82,0,16,0,2
Kingston,2014-07-01,82,0,16,0,2
Syracuse,2014-07-01,82,0,16,2,0
Utica-Rome,2014-07-01,97,0,3,0,0
Watertown-Fort Drum,2014-07-01,82,3,15,0,0
Binghamton,2014-07-01,82,4,12,0,2
Batavia,2014-07-01,74,5,20,0,1
Buffalo-Cheektowaga-Niagara Falls,2014-07-01,80,0,20,0,0
Rochester,2014-07-01,74,5,20,0,1
Jamestown-Dunkirk-Fredonia,2014-07-01,74,0,26,0,0
Ithaca,2014-07-01,88,4,8,0,0
Pittsburgh,2014-07-01,84,1,15,0,0
Warren,2014-07-01,74,0,26,0,0
Erie,2014-07-01,74,0,26,0,0
Harrisburg-Carlisle,2014-07-01,80,3,16,1,0
Lancaster,2014-07-01,80,3,16,1,0
York-Hanover,2014-07-01,80,3,16,1,0
Williamsport,2014-07-01,84,1,14,1,0
Allentown-Bethlehem-Easton,2014-07-01,84,1,14,1,0
Philadelphia-Camden-Wilmington,2014-07-01,84,1,15,0,0
Washington-Arlington-Alexandria,2014-07-01,80,1,18,0,1
Baltimore-Columbia-Towson,2014-07-01,85,0,15,0,0
Charlottesville,2014-07-01,77,2,18,2,1
Richmond,2014-07-01,86,0,13,1,0
Virginia Beach-Norfolk-Newport News,2014-07-01,83,1,16,0,0
Wheeling,2014-07-01,76,0,24,0,0
Morgantown,2014-07-01,77,0,23,0,0
Raleigh,2014-07-01,84,1,15,0,0
Durham-Chapel Hill,2014-07-01,84,1,15,0,0
Charlotte-Concord-Gastonia,2014-07-01,79,1,19,1,0
ColumbiaSC,2014-07-01,77,1,20,2,0
Charleston-North Charleston,2014-07-01,86,0,14,0,0
Greenville-Anderson-Mauldin,2014-07-01,76,0,23,0,1
Atlanta-Sandy Springs-Roswell,2014-07-01,76,0,22,2,0
Athens-Clarke County,2014-07-01,81,0,18,0,1
Savannah,2014-07-01,79,1,19,0,1
Jacksonville,2014-07-01,79,1,18,1,1
Orlando-Kissimmee-Sanford,2014-07-01,77,1,21,1,0
Palm Bay-Melbourne-Titusville,2014-07-01,77,1,21,1,0
Miami-Fort Lauderdale-West Palm Beach,2014-07-01,80,0,18,1,1
Tampa-St. Petersburg-Clearwater,2014-07-01,81,0,18,0,1
Cape Coral-Fort Myers,2014-07-01,80,1,19,0,0
North Port-Sarasota-Bradenton,2014-07-01,81,0,18,0,1
Clarksville,2014-07-01,78,0,20,1,1
Nashville-Davidson--Murfreesboro--Franklin,2014-07-01,78,0,20,1,1
Memphis,2014-07-01,72,0,25,1,2
Lexington-Fayette,2014-07-01,79,0,21,0,0
Columbus,2014-07-01,81,0,18,1,0
Cleveland-Elyria,2014-07-01,83,1,15,0,1
Canton-Massillon,2014-07-01,83,1,15,0,1
Cincinnati,2014-07-01,88,0,12,0,0
Dayton,2014-07-01,81,1,17,0,1
Findlay,2014-07-01,100,0,0,0,0
Indianapolis-Carmel-Anderson,2014-07-01,76,1,23,0,0
Chicago-Naperville-Elgin,2014-07-01,77,2,17,0,4
Bloomington,2014-07-01,76,1,23,0,0
Detroit-Warren-Dearborn,2014-07-01,77,0,20,1,2
Dubuque,2014-07-01,75,8,16,0,1
Milwaukee-Waukesha-West Allis,2014-07-01,80,1,18,1,0
Racine,2014-07-01,80,1,18,1,0
Madison,2014-07-01,75,2,22,1,0
Manitowoc,2014-07-01,81,0,17,1,1
La Crosse-Onalaska,2014-07-01,83,0,16,0,1
Oshkosh-Neenah,2014-07-01,81,0,17,1,1
Minneapolis-St. Paul-Bloomington,2014-07-01,76,3,18,1,2
Fargo,2014-07-01,77,7,16,0,0
Helena,2014-07-01,89,6,5,0,0
Bozeman,2014-07-01,79,1,14,0,6
Missoula,2014-07-01,76,0,14,0,10
Kalispell,2014-07-01,76,0,14,0,10
Rockford,2014-07-01,82,0,15,3,0
St. Louis,2014-07-01,76,3,20,0,1
Kansas City,2014-07-01,78,1,21,0,0
Joplin,2014-07-01,82,0,18,0,0
ColumbiaMO,2014-07-01,78,1,18,3,0
Manhattan,2014-07-01,76,0,20,3,1
Topeka,2014-07-01,76,0,20,3,1
Wichita,2014-07-01,79,1,19,1,0
Little Rock-North Little Rock-Conway,2014-07-01,72,0,25,1,2
Fayetteville-Springdale-Rogers,2014-07-01,80,1,18,1,0
Oklahoma City,2014-07-01,79,2,18,0,1
Dallas-Fort Worth-Arlington,2014-07-01,79,0,19,1,1
Tyler,2014-07-01,75,4,19,1,1
Killeen-Temple,2014-07-01,79,2,18,0,1
Houston-The Woodlands-Sugar Land,2014-07-01,80,2,18,0,0
College Station-Bryan,2014-07-01,79,2,18,0,1
San Antonio-New Braunfels,2014-07-01,77,0,22,1,0
Brownsville-Harlingen,2014-07-01,83,3,14,0,0
Austin-Round Rock,2014-07-01,77,1,21,0,1
El Paso,2014-07-01,86,0,13,1,0
Denver-Aurora-Lakewood,2014-07-01,78,3,17,0,2
Boulder,2014-07-01,78,3,17,0,2
Colorado Springs,2014-07-01,72,5,19,1,3
Salt Lake City,2014-07-01,84,1,13,0,2
Ogden-Clearfield,2014-07-01,84,1,13,0,2
Phoenix-Mesa-Scottsdale,2014-07-01,79,1,18,0,2
Tucson,2014-07-01,67,2,29,0,2
Prescott,2014-07-01,79,1,18,0,2
Albuquerque,2014-07-01,78,4,15,1,2
Las Vegas-Henderson-Paradise,2014-07-01,75,1,23,0,1
Reno,2014-07-01,81,1,15,0,3
Los Angeles-Long Beach-Anaheim,2014-07-01,81,1,16,1,1
Riverside-San Bernardino-Ontario,2014-07-01,81,1,16,1,1
San Diego-Carlsbad,2014-07-01,78,1,20,0,1
Oxnard-Thousand Oaks-Ventura,2014-07-01,81,1,16,1,1
Bakersfield,2014-07-01,86,2,11,0,1
Salinas,2014-07-01,85,0,12,0,3
San Francisco-Oakland-Hayward,2014-07-01,83,0,15,0,2
San Jose-Sunnyvale-Santa Clara,2014-07-01,83,0,15,0,2
Stockton-Lodi,2014-07-01,88,0,11,0,1
Sacramento--Roseville--Arden-Arcade,2014-07-01,88,0,11,0,1
Chico,2014-07-01,91,0,9,0,0
Urban Honolulu,2014-07-01,82,1,16,0,1
Portland-Vancouver-Hillsboro,2014-07-01,81,0,15,0,4
Eugene,2014-07-01,80,0,17,1,2
Medford,2014-07-01,84,0,10,0,6
Seattle-Tacoma-Bellevue,2014-07-01,82,0,13,0,5
Spokane-Spokane Valley,2014-07-01,80,0,13,0,7
Anchorage,2014-07-01,86,0,13,1,0
Springfield,2014-08-01,84,1,14,0,1
Worcester,2014-08-01,79,1,20,0,0
Boston-Cambridge-Newton,2014-08-01,79,1,20,0,0
Providence-Warwick,2014-08-01,79,1,19,1,0
Manchester-Nashua,2014-08-01,79,1,20,0,0
Concord,2014-08-01,79,1,20,0,0
Portland-South Portland,2014-08-01,67,6,26,0,1
Lewiston-Auburn,2014-08-01,67,6,26,0,1
Bangor,2014-08-01,81,1,17,0,1
Augusta-Waterville,2014-08-01,72,2,25,0,1
Hartford-West Hartford-East Hartford,2014-08-01,83,2,14,1,0
Norwich-New London,2014-08-01,83,2,14,1,0
New Haven-Milford,2014-08-01,83,2,14,1,0
Bridgeport-Stamford-Norwalk,2014-08-01,83,2,14,1,0
Torrington,2014-08-01,83,2,14,1,0
New York-Newark-Jersey City,2014-08-01,81,3,16,0,0
Albany-Schenectady-Troy,2014-08-01,83,3,14,0,0
Kingston,2014-08-01,83,3,14,0,0
Syracuse,2014-08-01,81,2,16,1,0
Utica-Rome,2014-08-01,74,5,21,0,0
Watertown-Fort Drum,2014-08-01,75,0,23,0,2
Binghamton,2014-08-01,89,2,9,0,0
Batavia,2014-08-01,80,2,16,0,2
Buffalo-Cheektowaga-Niagara Falls,2014-08-01,81,1,17,1,0
Rochester,2014-08-01,80,2,16,0,2
Jamestown-Dunkirk-Fredonia,2014-08-01,89,0,9,0,2
Ithaca,2014-08-01,86,0,7,7,0
Pittsburgh,2014-08-01,79,3,17,1,0
Warren,2014-08-01,89,0,9,0,2
Erie,2014-08-01,89,0,9,0,2
Harrisburg-Carlisle,2014-08-01,84,1,13,0,2
Lancaster,2014-08-01,84,1,13,0,2
York-Hanover,2014-08-01,84,1,13,0,2
Williamsport,2014-08-01,79,3,18,0,0
Allentown-Bethlehem-Easton,2014-08-01,79,3,18,0,0
Philadelphia-Camden-Wilmington,2014-08-01,81,2,17,0,0
Washington-Arlington-Alexandria,2014-08-01,79,3,18,0,0
Baltimore-Columbia-Towson,2014-08-01,78,7,15,0,0
Charlottesville,2014-08-01,81,3,13,3,0
Richmond,2014-08-01,77,1,21,1,0
Virginia Beach-Norfolk-Newport News,2014-08-01,81,1,18,0,0
Wheeling,2014-08-01,84,0,16,0,0
Morgantown,2014-08-01,76,3,21,0,0
Raleigh,2014-08-01,80,2,17,1,0
Durham-Chapel Hill,2014-08-01,80,2,17,1,0
Charlotte-Concord-Gastonia,2014-08-01,80,3,17,0,0
ColumbiaSC,2014-08-01,79,0,18,0,3
Charleston-North Charleston,2014-08-01,80,3,16,1,0
Greenville-Anderson-Mauldin,2014-08-01,80,2,18,0,0
Atlanta-Sandy Springs-Roswell,2014-08-01,76,1,22,0,1
Athens-Clarke County,2014-08-01,74,6,19,1,0
Savannah,2014-08-01,76,0,23,1,0
Jacksonville,2014-08-01,80,0,18,2,0
Orlando-Kissimmee-Sanford,2014-08-01,75,1,23,1,0
Palm Bay-Melbourne-Titusville,2014-08-01,75,1,23,1,0
Miami-Fort Lauderdale-West Palm Beach,2014-08-01,79,2,18,1,0
Tampa-St. Petersburg-Clearwater,2014-08-01,77,2,21,0,0
Cape Coral-Fort Myers,2014-08-01,79,3,17,0,1
North Port-Sarasota-Bradenton,2014-08-01,77,2,21,0,0
Clarksville,2014-08-01,77,2,19,2,0
Nashville-Davidson--Murfreesboro--Franklin,2014-08-01,77,2,19,2,0
Memphis,2014-08-01,73,1,25,0,1
Lexington-Fayette,2014-08-01,77,1,20,2,0
Columbus,2014-08-01,78,2,19,1,0
Cleveland-Elyria,2014-08-01,78,3,17,1,1
Canton-Massillon,2014-08-01,78,3,17,1,1
Cincinnati,2014-08-01,81,2,16,0,1
Dayton,2014-08-01,78,1,19,0,2
Findlay,2014-08-01,84,0,11,0,5
